Post#,Post,Relevance,Sentiment,AD
71071,@掺水的海飞丝 @伍亿额 辩论赛老罗完爆王自如啊！ http://t.cn/RPkRjHb,N,,
63517,"去年的海飞丝，剩下半瓶。虽闲置久已，弃之可惜。下命令让老公用之。其瞪眼斜视:把我的头发洗掉了咋办？""那不正好""语毕，听其弱弱的来了句:好像也是。😒可能讨厌他那满头乌黑头发太多太多久已😣但是我想提醒你的是对于你这种油性头皮难道不需要留点中年后防脱😳😳😳哈哈哈哈",Y,Head & shoulders=Ambiguous,
11792,不行了。我要用清扬洗个头，头发快抓掉完了,Y,Clear=NEG,
44584,最近用丝倍琦头发都洗烂了[衰]头发软的人千万不要用、越洗越软啊！！！我要去买男士用的洗发露了！昨天用老爸的清扬男士好多了！,Y,Clear=POS,
191413,从人家那偷来的反馈！ 我基本听到用的人都说好才推荐的。现在还在用沙宣海飞丝潘婷飘柔吗。错过优钻套装护发神器，你就真的Out了！一套都是500m l超大哦！,Y,"Vidal Sassoon=NEU
 Head & shoulders=NEU
 Pantene=NEU
 Rejoice=NEU",AD
243099,什么沙宣美发学院啊？！洗完全是头皮屑！！！[抓狂][抓狂][抓狂]果断换掉！！！但是换闺土的康王还是实力派海飞丝还是小s的清扬呢？[晕]广告不敢信啊！[泪],Y,"Vidal Sassoon=NEG
 Head & shoulders=NEU
 Clear=NEU",
23448,【马上买年货】1号店联合利华旗下洗发产品 多芬、力士、清扬等 http://t.cn/8FUP1F6,Y,Clear=NEU,AD
389490,妈妈刚才跟我说买了新的洗发水，亮庄！！！！尼玛跟欧莱雅一个价！！！！发脾气的劲都冒得料，好大一罐，我就少说了一句话啊！！！！,Y,L’Oreal=NEU,
398945,用简单的言语来告别了，  看来又是过年见[悲伤]我想了很多，  马嗲多生日又少一个人陪，   潘婷来长沙又少一个人跟她玩，  还有我的20岁你不跟我过我怎么活下去！！！  这种四分五裂的感觉特别不好， http://t.cn/RzqgDQs,N,,
140946,内部消息~ 因为桃花节太火爆了，导致很多产品尤其是洗护产品都缺货了。今晚会新到货一批产品，主要是潘婷、飘柔、海飞丝、沙宣，预计明天可以上架~[爱你],Y,"Pantene=NEU
 Rejoice=NEU
 Head & shoulders=NEU
 Vidal Sassoon=NEU",AD
396753,【福音】多芬欧莱雅潘婷资生堂已经不能满足受损越来越严重的头发了，一次投资一年受益。优钻不管是孕妇还是中年辣妈，不管是帅哥还是中年大叔都用的得心用手。   ---好好享受青春，因为你无法比此刻更年轻。微信号TQ875291。欢迎骚扰 http://t.cn/RzdqCIS,Y,"L’Oreal=NEG
 Pantene=NEG",AD
100986,#FaOI# 羽生+高桥 只露出上半身的时候很严肃的小盆友，当高桥横亘的大腿开始“浮出水面”的时候，忽然就笑崩了...哈哈哈～感觉二人都好欢乐，搞得俺也欢乐起来...小盆友说现在用的是海飞丝，以前用潘婷神马的...估计销量要大增了...高桥兄居然一天要洗两次衣服神马的，一天换几套衣服啊？！,Y,"Head & shoulders=POS
 Pantene=POS",
27550,【清扬洗发水被指不安全 含比一般洗头水刺激成分】刚从洗发水“二噁烷致癌”回过神来，消费者又即刻陷入了洗发水表面活性剂AES铵盐和钠盐安全之争的谜团。有消费者质疑联合利华的清扬产品“不安全”，称其采用了... http://t.cn/8kCKzFf,Y,Clear=NEG,AD
87575,有些jb 你不跟Ta撕破脸 Ta永远都不懂自己有多贱；有些穷B 你跟Ta来低调 Ta永远都不会懂兜比脸干净的道理 没钱、没品 、没长相、没干爹 你究竟是靠什么自信到现在？！海飞丝新产品专业团队在等待你倾情加入！,Y,Head & shoulders=NEU,AD
140540,【优钻💎🔆乐Team】一眼就能看出哪个是优钻过的头发吧😌关键是顾客喜欢到开心到合不拢嘴了，😂😂直夸优钻好用弄得伦家都不好意思了😍😍姑娘，待你长发及腰，海飞丝潘婷飘柔都不能令长发飘飘时，试试优钻可好😘,Y,"Head & shoulders=NEG
 Rejoice=NEG
 Pantene=NEG",AD
230583,喜欢长发女孩儿的男人们，要对女孩儿好，因为她们洗一次头发很累的，为的就是让你指尖划过头发那一刻的丝般润滑。@潘婷 @海飞丝 @飘柔 我在:http://t.cn/zTon4lq,Y,"Pantene=NEU
 Head & shoulders=NEU
 Rejoice=NEU",
9135,字母头发乱了，我这有清扬。,Y,Clear=POS,
219764,之前洗发水用完了我去厨房拿，顺手拿了支维他奶喝，结果我把维他奶放在厕所之后就回房间坐在床上把吸管插进海飞丝…,Y,Head & shoulders=NEU,
244915,转自@糗事百科 今天用海飞丝洗完头发之后，洗发水比较香，于是室友纷纷猜测我用得是什么牌子的洗发水，有说雕牌的，有说立白的，有说汰渍的，还有说妇炎洁的。。。。,Y,Head & shoulders=NEU,SAR
405915,同宿舍女生是厨神！给我做饭吃！Saintsbury 里面居然可以买到老干妈酱，潘婷，海飞丝3磅一瓶，也是醉了…还是尝试用用本土品牌，虽然看不懂上面写些什么，全麦面包很便宜，95p 一大包，配豆浆喝早餐不用愁了，同宿舍的德国小哥带了咖啡机过来，还有原磨咖啡豆，各种西餐厨具，很多超市都给QM学生打折扣,Y,"Pantene=NEU
 Head & shoulders=NEU",
397731,今晚逛华润万家，洗护大掉价！最后三张是我在华润万家拍的！ 沙宣，潘婷都是不错的牌子，为什么这样掉价？看新闻！头发生命有限，请好好善待自己头发，别舍不得花钱，别等变成秃头活着扫把头再花重金四处寻方！身边这样的人很多不是么？又不是看不见🙈#Twins Queen洗护系列##twinsqueen洗护##朴信惠#,Y,"Vidal Sassoon=NEU
 Pantene=NEU",
51666,清扬亲妈又送了洗发水……我家清扬都快堆成山了好嘛……,Y,Clear=NEU,
164595,也真的是够了，这个天洗澡用海飞丝清凉怡神洗发水，真的是寒风飘过头顶的感觉[哼],Y,Head & shoulders=Ambiguous,
268197,爱茉莉护发精油！害我来大姨妈都想洗头发！因为它的味道实在是太香了！完胜欧莱雅，施华寇好吗！洗完头抹一点，一头秀发又香又顺滑！一次1～2滴就够了！绝对够你用一年！当然如果你的头发有5米长那就不好说了...[偷笑][偷笑],Y,"L’Oreal=NEG
 Schwarzkopf=NEG",AD
146862,洗发水卖了那么久积累了不少好评'洗头变得好开心'用过黑吕 再用回原来的海飞丝 潘婷 欧莱雅表示完全不适应'我反正已经离不开黑吕了哈哈哈现在搞活动79.9一瓶 快下手吧 链接http://t.cn/zRf7tKj 我在:http://t.cn/8F5LNhQ,Y,"Head & shoulders=NEU
 Pantene=NEU
 L’Oreal=NEU",AD
258788,@爱慕婚礼定制_雪儿：去乐购卖场买洗发水，包装都撕成这样，卖场阿姨说现在都是这样，不是假的？！不知道欧莱雅这样是为了艺术吗？还是大家比较闲好好的都撕成这样？ @巴黎欧莱雅,Y,L’Oreal=NEU,
131006,我就不明白了，为什么每次住这个酒店都要犯一次病，上条微博刚发完立马犯病，现在立马好了。这她奶奶的什么毛病？！我觉得六神浴液比欧舒丹的好闻，海飞丝比阿瓦隆顺滑，好吧，我不得不承认，我趋向国产类大宝价位的低端市场了，连面膜都开始尝试百雀羚。这什么节奏？,Y,Head & shoulders=POS,
243151,有没有玩古墓丽影9的？听说劳拉头发的海飞丝效果吊炸天，就怕显卡吃不消，有玩的说说自己的显卡还有开到什么画质啊【微信】,N,,
11580,以后不用清扬了，满头的小头发都飞起来了，要改走柔顺路线了💖,Y,Clear=NEG,
303658,强烈推荐进口欧莱雅这两款洗发水喔顾客回馈都说超好用'修复和控油效果超好'很实惠喔比商场价便宜100多点喔'' 我在:http://t.cn/8FP7GJx,Y,L’Oreal=POS,AD
90238,"如果大家还在用海飞丝，飘柔，没用过意大利bingo,那我只能说你out了!意大利bingo 洗发套装：400ml洗发水+400ml护发素❶多功能修复，对于头发❷烫染后损伤❸静电❹无营养❺脱发❻出油等有明显修复作用。针对打结毛躁分岔等，洗后明显顺滑、有光泽。",Y,"Head & shoulders=NEU
 Rejoice=NEU",AD
60940,掉毛是个大问题  海飞丝都没用  一沙发的毛,Y,Head & shoulders=NEU,
130,卧槽，我的头发一定是我妈怀我的时候没吃芝麻核桃粉！[怒骂][怒骂][怒骂]现在我再吃还来得及吗！！！什么好迪飘柔海飞丝清扬霸王夏士莲潘婷沙宣施华蔻采乐舒蕾伊卡璐都麻溜的滚一边儿去！！！妈蛋我要用芝麻核桃粉泡水洗头！！！,Y,"Rejoice=NEG
 Head & shoulders=NEG
 Clear=NEG
 Pantene=NEG
 Schwarzkopf=NEG",
393450,说好陪你们来欧莱雅做头发，结果自己又沦陷了@Louson__宸 @Song-Like,N,,
21393,你们都说得出口！我那时候取了个像是某车型+清扬洗发水结合体的四字网名现在想想都恨不得抽自己// @旧游assari :寄居蟹[好囧]  用第一个名字时候认识的人现在还在@灵莜烈  么么哒[爱你]//@染之ranz闭关中:我第一个网名现在回头看看像是什么洗发水的名字，当时觉得自己真是碉堡了，掩面,N,,
3626,黑色液体状是洗发露  [微笑]白色乳状是护发素 [玫瑰][玫瑰]味道很清晰 [强]不吹牛皮 大伙还在用海飞丝 清扬就out啦！快来试试 不得不爱 让你恋上它[嘴唇][嘴唇],Y,"Head & shoulders=NEG
 Clear=NEG",AD
225546,求去除头皮油脂和头皮异味的洗发水！！什么牌子什么价位都可以（except 海飞丝，潘婷，飘柔啥的）！！！强烈需要！！！求帮忙，求扩散。。。[泪][泪][泪][泪],Y,"Head & shoulders=NEG
 Pantene=NEG
 Rejoice=NEG",
13243,有股子男人的味道•••早上用姐夫的清扬洗的头发 我在:http://t.cn/8sulMnw,Y,Clear=NEU,
140462,你还没有它吗？快来私信我，什么海飞丝潘婷飘柔都是浮云[得意][得意],Y,"Head & shoulders=NEG
 Pantene=NEG
 Rejoice=NEG",AD
137906,在看小说，@那串糖葫芦QAQ 这货给我来了个电话，特别high的跟我说！唱唱，我跟你说，超市里的海飞丝降价了！！！！！::>_<::你这个逗比！特意打个电话来就是告诉我海飞丝降了10块钱么！！！！！！！！！！！,Y,Head & shoulders=NEU,
404016,我觉得它仿佛在说 不买别逼逼[偷笑]@我不叫潘婷 http://t.cn/RhgBEI0,N,,
227658,我妈帮我买洗发水，问我买啥，我说随便，然后我妈就给我买了多芬的。这个牌子居然是我最近两年用的最舒爽的！潘婷太香沙宣太腻海飞丝太干燥飘柔不适合我头皮资生堂系列太繁琐！妈，我给你的采购打100分！,Y,"Pantene=NEG
 Vidal Sassoon=NEG
 Head & shoulders=NEG
 Rejoice=NEG",
407781,小三发膜反馈又来啦！用我们小三的都是美女[呲牙]~ 不止一个顾客说比资生堂和潘婷好用哦！你想自己头发也又柔又顺吗？想，来找我吧1667288789 http://t.cn/RPdmiGH #微视#,Y,Pantene=NEG,
296847,欧莱雅的洗发水到底是有多难用，难用到爆！！,Y,L’Oreal=NEG,
398558,这些天没流量没上网，只得wifi。讨厌周围认识的人洗飘柔潘婷的味道，特别是飘柔。煎熬的车的日子中。。。。。[委屈] http://t.cn/Rzf18yX,Y,"Rejoice=NEU
 Pantene=NEU",
391574,老爸～发多芬的洗发水吧！不要巴黎欧莱雅的和沙宣的了T^T求求你和你们采购的阿姨们了！[泪][泪][泪],Y,"L’Oreal=NEG
 Vidal Sassoon=NEG",
314328,#蝈蝈分享#如果去影楼拍照或者做婚礼造型，女孩子头发一定免不了涂上好多定型水或发胶，回来后头发一定又干又硬非常难打理！分享下个人心得：做造型前一天记得洗头，用完洗发水用发膜（俺用的是欧莱雅的，好用推荐）！造型完毕粘有发胶的头发不要梳理，用护发素柔顺两遍再用洗发水洗，头发会好洗很多^^,N,,
73280,海飞丝啥的，很多假的→_→ 我分享了http://t.cn/RPHKqHL,Y,Head & shoulders=NEU,
405250,发誓再也不爱潘婷了！！[哼][哼][哼] http://t.cn/RhpAtoG,Y,Pantene=NEG,
256333,壹佰分做护理一次一百多，他跟你说是用很好的药水，巴黎欧莱雅五百毫升发膜一两百块钱自己弄，头发的香味是一样的那么[打哈欠][打哈欠][打哈欠][打哈欠][打哈欠],Y,L’Oreal=NEU,
393728,80ml欧莱雅精油补10瓶到货。针对头发打结受损发尾分叉，抹点上去隔两天起床都容易梳、跟刚洗的一样，调整价钱只要35，用过的亲就知道效果，很热销的,Y,L’Oreal=NEU,AD
98042,“我把风都看在眼里 它多情薄幸却真实”—慌儿与梦君。听说一个叫海飞丝的台风就要来了可惜我都用力士 但我还是希望它把我吹走 。风向的我们就是停不下来 却也走不进去。 http://t.cn/8FM5DSK,N,,
47895,今天和同事聊到洗发水，选择潘婷因为怕头发干枯， 选择 清扬因为够清爽去屑，选择资生堂因为够高端。每一个品牌都有辩识度，消费者清晰的知道没有任何一款产品是万能的！要给产品清晰定位，千万别四不像，要有舍有得！,Y,"Pantene=NEU
 Clear=NEU",
227202,海飞丝梦话说终于被我记录下来了，说的是没吃啊！看来是梦到我了！ 我在:http://t.cn/zjxGAsW,?,,
409145,生日快乐，愿以后的日子，我和潘婷都能在你身边，其实送你的礼物还有别的意愿，你在我心中就是茉莉一样的女生，淡淡的味道，长在小院的碧玉，现在的你要做的就该像茉莉一样，默默盛开，你要记住你若盛开，清风自来……,N,,
220700,连海飞丝这种垃圾洗发水也要70多了,Y,Head & shoulders=NEG,
67057,头发是女人保养的重中之重 真正的奢侈是用在自己身上 而不是给别人炫耀的 有多少小伙伴拎着名牌包 家里的洗护用品却是超市廉价的飘柔海飞丝？拜托停手吧！别再损害头发的健康了！ http://t.cn/RhOWSUK （分享自 @微店 http://t.cn/8FNxYZZ）,Y,"Rejoice=NEG
 Head & shoulders=NEG",
287819,#3·15#以前买的洗发水，包装啥的都跟欧莱雅一样，结果，是别的牌子，到现在也没用完哪@柴子钫 @南飞燕1025 @翠火轮,Y,L’Oreal=NEU,AD
396021,为了形成更好的对比，姐们儿也是拼了呀！一边是潘婷！一边是一禾三生！效果很明显！一禾三生绝对棒棒哒！ http://t.cn/RZw5KkF,Y,Pantene=NEG,AD
391014,你以为你顶个西瓜太郎的发型就能学到西瓜太郎的可爱？你以为弄个平头就有吴彦祖的帅？带领班级走向是三连败还自称保罗？邮购几本秋雨哥的书就自认为是文艺青年？还是老老实实的搬砖去吧！巴黎欧莱雅也救不了你！另外村口的李寡妇让我问你到底要不要娶她，不娶的话她要嫁给漳浦的强子！负分，死刑，滚粗,Y,L’Oreal=NEU,SAR
389303,这个精油超级推荐，比施华寇的那个顺滑露更好用，而且味道清新没有那么刺鼻！现在买59还送一个化妆包和一瓶欧莱雅洗发水，算起来很便宜的。 //@李萝卜: 昨天还有人问李总的头发为什么总是那么柔顺，今天秘方就泄露了[偷笑],Y,L’Oreal=NEU,AD
94302,My favor 独家自主品牌目前全部产品⬇️点开游揽～我已经全部订好，就等用起来了 目前针管缺货中 洗面奶、换肤、洗发水我正在实用！洗发水推荐给毛躁头发的妹子，三件套还你顺滑。不便宜！只洗得惯海飞丝的[拜拜][拜拜],Y,Head & shoulders=POS,
247306,欧莱雅新出的唇膏很好看…血色…也不粘头发不会留印子在杯子上…要说缺点…就是一遍两遍三四遍…我都卸不掉 http://t.cn/RzrTYoM,N,,
917,请上 http://t.cn/RzfzYOV 查收。   @清扬不是clear洗发水 @Octopus-zhou[来]6aDeA8,N,,
71553,红吕三件套，适合烫染发质，修复强，自用款，绝对好用，国内海飞丝之类都被曝光含致癌物质了，我的毛病是不知道就算了，知道了能不用就绝对不用，为了我们身边的家人爱人，试试这款吧！ http://t.cn/RPdhkCJ,Y,Head & shoulders=NEG,
395781,"逛超市，注意到日化品牌洗发水也开始走“无硅”健康路线，比如，潘婷和伊卡璐。后者在瓶子上印着“nake""，暗示不含硅，好俏皮，和它以前的电视广告一个风格。",Y,Pantene=POS,
221639,我在#漂漂网#回答了【发尾干燥毛躁，又很容易出油，求推荐护发产品】：去屑专用海飞丝。这个是从小到大都用的，深入人心啊。干燥用护发素 http://t.cn/zHQaf3U,Y,Head & shoulders=POS,
234461,从业人员依然被各种营销。 先是听说日抛和月抛基本差不多，那些年每天我日抛的人民币！然后带着买海飞丝的计划买了不靠谱的欧x雅家的洗发水，包装上48h-anti frizz的claim超打眼，透明瓶身让人潜意识里觉得它不会像x婷一样腻。 营销这件事就好像恋爱中的甜言蜜语，虽然明知是谎言，也比不说好。,Y,"Head & shoulders=NEU
 L’Oreal=NEG",
12482,大家推荐好的洗发水，夏天好容易出油。昨天用了潘婷之后一夜就出油，太丧了[泪][泪]只能用清扬么？ 我在:http://t.cn/8FVmVEn,Y,"Pantene=NEG
 Clear=NEU",
399827,睡不着在胡思乱想，突然发觉自己早上明明买了一瓶潘婷洗发露怎么没看到，找了好久才想起来，是超市收银台没零钱找所以我没有买回来！少年痴呆，鉴定完毕，goodnight[睡觉],Y,Pantene=NEU,
59765,海飞丝到底有什么神奇的成分，可以把头发洗得像麻绳一样？,Y,Head & shoulders=NEG,
121842,#2014空瓶记#No.7 海飞丝丝源复合组合洗发水&护发素，之前掉发厉害，理发师说头皮干燥引起的，所以特地入的这套头皮保湿系列，效果不错，现在都有点嫌头发多了[晕],Y,Head & shoulders=POS,
117491,差一海飞丝眼睛就报废啦~还好只是缝了三针，这个亏吃大啦，以后一定要小心再小心~[泪][泪],N,,
150009,过年回家，在镇上买一瓶海飞丝洗发水真是假到爆，产品都是一坨坨的，山里小镇真是很难买到真货，洗头都成问题 我分享了http://t.cn/8FOp3BE,Y,Head & shoulders=NEU,AD
408983,我从你身边经过～留给我的都是潘婷的味道， http://t.cn/z8xSP0D,Y,Pantene=NEU,
299983,戴着焗油帽做了30min发膜，现在头发好滑好滑[可怜]虽然我知道那是因为欧莱雅的配方里有硅…可是假滑也是滑口牙!,Y,L’Oreal=NEG,
394508,我在肯德基 KFC(学清路美廉美店)：几个小女生在肯德基做欧莱雅男士洗发水的调查问卷。欧莱雅还没有男士洗发水。问卷好业余。不知道要干嘛。还有其实我根本都喝不完一杯中可。但我会觉得饿。但我吃了想吐怎么破。 http://t.cn/zTilnc9,Y,L’Oreal=NEU,
383411,护发小经验，沙宣的洗发水加巴黎欧莱雅的护发素或发膜效果很好，单用沙宣头发光泽度很好但有点干，加上欧莱雅一起发质和光泽度就解决了，大家可以试试，我自己和我的朋友用了效果还蛮好的！,Y,"Vidal Sassoon=POS
 L’Oreal=POS",
19244,#清风洁柔不合格#卷纸用清风 洗发水用清扬   已认命！继续用！ http://t.cn/8FlmhaB,Y,Clear=NEG,
60493,#空瓶#海飞丝丝源复活头皮按摩膏90ml，刚出来时美妆界可是狠狠的刮了一阵大风。我之前用了吕的洗发水头皮痒还会起疙瘩，我用它按摩头皮之后貌似就不太容易起疙瘩，虽然痒还是痒。因为实在没耐心按摩，所以我是当个比较润的护发素用，也没有再买的打算。,Y,Head & shoulders=NEU,
191786,#被自己蠢哭了# 去超市买洗发水 海飞丝的  用了一个礼拜后 虽然有点怀疑 但还是没有仔细看瓶子上面的字! 结果有一天中午洗澡 实在觉得忍无可忍的情况下看了一眼瓶子上面的字 结果 就看见上面闪亮亮的三个大字 “护发素” 顿时有种想撞墙的冲动·· 详情:http://t.cn/8ky9uAC,Y,Head & shoulders=NEU,
410468,粮贸太麻烦了，就像更年期的大叔（更年期的男人比女人难缠多了），买的衣服给你封起来，就连超市里的潘婷都得封袋，这还让买么？,N,,
264869,我觉得我的头发吧 巴黎欧莱雅 多芬 润发100年  沙宣 等等都救不了[泪],Y,"L’Oreal=NEU
 Vidal Sassoon=NEU",
391628,分享自美丽的名人名文  《[名人传记]欧莱雅（1）简史》 -   欧莱雅是知名度最高、历史最为悠久的大众化妆品品牌之一，主要生产染发护发、彩妆及护肤产品，它的出众品质一直倍受全...  (来自 @头条博客) -   http://t.cn/zHu07Cj,Y,L’Oreal=POS,AD
400680,据说，爱笑的女孩都不会太瘦。@HHHan韩旭 @pppTing潘婷,N,,
397534,刚刚洗澡的时候，旁边一女生的沐浴露和洗发乳都和我完全一样！！我用的还不是配套的！！一个强生一个潘婷！！连品种都是完全一模一样！！一个美白一个垂顺！！而且沐浴露和洗发乳都是我在家买的，排除因为都是教超买的所以一样的可能性！！简直是命运的红线！！,Y,Pantene=NEU,
61430,今早迷迷糊糊起床洗头。现在发现刚才那瓶不是海飞丝而是舒肤佳[doge][doge][doge],Y,Head & shoulders=NEU,
233862,洗个头，神清气爽啦，LP你买洗发水的时候可以考虑最新款的海飞丝哟，洗了就去工作，就不那么昏昏的；啊,Y,Head & shoulders=NEU,
259611,#护发锞[拜拜]#左边的卡诗比右边的欧莱雅贵3倍，但除了味道不一样，效果差不多，以后坚决不买卡诗啦，欧莱雅屈臣氏84软妹币～ http://t.cn/RPOqVYt,Y,L’Oreal=POS,
66470,想起大学，一个月生活费就几百块，做硬座去旅游，穿十五块钱大减价的美特斯邦威，买个海飞丝都有种用得起牌子货都挺有快感。工作以后比上学可有钱多了，想买房买车买名牌。越有钱欲望就越大，就越觉得自己是个穷光蛋。,Y,Head & shoulders=NEU,
65438,现在可以几天不洗头 头发也不会油的可以炒菜 哈哈哈哈 读大学的时候怎么就没发现这么好的东西 用还用不完 关键是还便宜 甩什么海飞丝啊飘柔之类的好几条街好吗😌。#琴叶 生姜洗发水#,Y,"Head & shoulders=NEG
 Rejoice=NEG",AD
223649,饭后去超市逛了逛，手贱碰了下潘婷的洗发露，没成想噼里啪啦倒了一片，还掉了下去，捡起来后，售货员说“摔坏了个海飞丝的，买了吧~~”。。。这也太不经摔了[哼],N,,
15660,现在我到超市都找清扬洗发露 打开猛吸几下  我知道我真的爱了   感动的想哭 三克油 [心][心][心],Y,Clear=NEU,
253513,收藏了 //【清扬多芬沙宣欧莱雅施华蔻等10大洗发水比较，你的洗发水适合你吗？】http://t.cn/RzLga1m (分享自 @今日头条),Y,"Clear=NEU
 Vidal Sassoon=NEU
 Schwarzkopf=NEU",
48199,洗头发的时候随便拿了些洗发水！卧槽啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊那是什么！！像是ABC清凉护垫！！！给你瞬间的冰爽！！那快感简直不能用言语表达！！整个头皮都兴奋起来好像在说着我要我要我还要！！！现在知道了是清扬冰爽薄荷型的！！,Y,Clear=NEU,
256473,得！继银鹿花生牛奶精之后又成了欧莱雅洗发水精了……[拜拜][拜拜][拜拜],Y,L’Oreal=NEU,
226974,洗完澡，我侄女才跟我说，海飞丝的我家只有护发素哦，我立马摸了我头发好滑呀，后悔涂那麻一大坨了，孕妇就是这么的伤不起阿 我在这里:http://t.cn/zj5T661,Y,Head & shoulders=NEG,
244923,海飞丝，去除头皮屑········,Y,Head & shoulders=NEU,
226813,@阿cat叫我小鱼  小五的鱼头挺滑的  像泥鳅一样滑不溜鳅……    ～～来自海飞丝.,N,,
43300,@團兔兄 这个你真的做到了，连洗发水都不屑用我用的清扬～追求细致的品味我还没有遇到过你以外的第二个//@美容健康: 奢侈品用给谁看？,Y,Clear=NEU,
51584,一洗发水砸死你，（联合利华-清扬）都说要增持。有名次了，拉赞助还是难事吗？,Y,Clear=Ambiguous,
181083,头发每天都洗头还是出 油，商场推销员大部分都推海飞丝，又不用去屑，不想用，郁闷！油性皮肤用啥牌子洗发水合适。求推荐,Y,Head & shoulders=NEU,
226248,去头屑就用海飞丝…,Y,Head & shoulders=POS,
111930,2号：你怎么总这么没自信，还能不能有点志气了[挖鼻屎] 1号：我没长相没个性没智 商，哪来的自信啊[失望] 2号：嘁，你不是用的海飞丝吗，没有头屑烦恼，比飘柔更自信[酷] 1号：。。。。。。[黑线]#精分一天比一天严重怎么破#,N,,SAR
217223,防脱固发[汗]不知道效果如何，昨天用了一次，感觉比海飞丝那个好用，头发也不会贴在头皮上，味道也能接受，希望能去拯救我越来越少的头发啊[泪],Y,Head & shoulders=NEG,
89161,为什么要挣钱呢，因为海飞丝和水之密语洗出来的头发触感都他妈不一样！ http://t.cn/RvFAWgd,Y,Head & shoulders=Ambiguous,
386305,[泪][泪][泪]今天无聊把半瓶欧莱雅护发精油都涂在头发上，原本以为洗完头后就没事了。结果还是[生病]。涂了半瓶的爽身粉还是油。。。[生病]哪位大哥大姐有办法。在线求助啊。[委屈][委屈][委屈] 我在:http://t.cn/z8BpwRV,Y,L’Oreal=Ambiguous,
62261,妈蛋。 让你再掉。 劳资有海飞丝。请叫我浓发哥。,Y,Head & shoulders=POS,
727,富裕起来的中国人民翻看起八九十年代以前的老照片时，必会发出巨大感慨——还是过去没有雾霾没有攀比的纯真年代的好。同样，当两耳充斥了各种既生瑜何生亮的PK杂音之后，真球迷深刻感觉到还是纯粹足球的好，而不是整天清扬纷飞的功利至上的商业化足球。 || @健身青年: 夸梅西没事 http://t.cn/RzCRd7r,N,,
8512,洗完头。。。[呵呵][挤眼]发型怎么都不美丽了是不是用清扬[思考][嘘]？这画面太美丽我不敢直视[拜拜][拜拜],Y,Clear=NEU,
247739,头发半干  my 洗发护发 秒杀一切 神马欧莱雅 施华寇 多芬 水之密语～～这都不是事儿 [酷] http://t.cn/Rz1AIOA,Y,L’Oreal=NEG,
403800,理财的能力，辨别能力，计算出来，衡量等等，以前一直大手大脚，可是想起以前自己自愿洗飘柔，而前妻洗潘婷的事情，这能省多少钱？所以还是理财的能力要加强。 http://t.cn/RhFnQFi,N,,
257461,去乐购买了椰子，买了几种不同的发膜，力士啊潘婷啥的，ora2牙膏，在省城真好，欧莱雅的精油洗发露，在万宁70多块两件，我在树村买70多一瓶！连发膜都便宜七八块，真的很夸张！买了很多笔，我写日记用的，也买了几种茉莉花茶，川宁只一种红茶，没有我想买的野莓味呢，逛大超市挺开心的，小麦比网上便宜,Y,Pantene=NEU,
294629,接着上一条来吐槽，欧莱雅属于奇葩产品啊，穷逼已经不介意它满满都是硅，以及自带的脱发效果了，就因为穷逼当年蹭同学的试的时候有奇效，感觉头发蓬松的要飞起来了，结果自己买的就是渣渣😭😭😭😭😭😭😭！！,Y,L’Oreal=NEG,
74383,飘柔，海飞丝，欧莱雅，沙宣，施华蔻，卡诗～～！你们公司是否该派代表来，洽谈一下广告费？[呲牙][偷笑][偷笑],Y,"Rejoice=NEU
 Head & shoulders=NEU
 L’Oreal=NEU
 Vidal Sassoon=NEU
 Schwarzkopf=NEU",SAR
45286,用清扬掉头发越来越严重，不敢用了…提高效率，早点睡早点睡，能不加班就不加班，加班也只加到十一点[拳头] 我在:http://t.cn/z8LdrqO,Y,Clear=NEG,
221815,没刷牙没洗脸 而且 昨天还没洗头[吐][吐][吐][吐][吐][吐] 理发店没的了 婆婆用的海飞丝 所以我就没洗今天怎么出门[可怜]@任崽polly 不要嫌弃我,Y,Head & shoulders=NEU,
398657,请上http://t.cn/RzcdSRW查收   @aegis_xianshang @小潘婷有大活力 @白小乐-[悲伤]Pasy9iH,N,,
394484,刚刚洗澡的时候 觉得新买回的洗发水很奇怪 明明挤在手上好多 却怎么也冲不出泡沫 反复3次 很纳闷从来都是用欧莱雅的这款啊 结果顺着水流才发现 丫的 我居然把护发素当成洗发水买了。。这两款长的也太像了吧。。。包装就不能换个样子么 呃明天重新去买吧p.s：现在 真的想抛开这里的一切 瞬间就回家啊,Y,L’Oreal=NEU,
221011,洗完头，躺床上，自恋加贱兮兮地说一句，我喜欢这款海飞丝的味道！😃 我在:http://t.cn/zTszvsS,Y,Head & shoulders=POS,
391561,塘下红都关门了[泪]我的欧莱雅护理产品买来还没用几次[泪][泪]我的施华寇洗发水就不说了，还有我的烫发卡呀[泪][泪][泪]亏大啦😭😭 我在:http://t.cn/zjTIARP,Y,L’Oreal=NEU,
154571,那个洗发水100多块那个帖子，看到有人回复说现在洗发水不都100多块吗。。像我这种用什么飘柔舒蕾潘婷海飞丝巴黎欧莱雅屈臣氏的人给跪了。。怎么也没到100多块啊。。看什么施华蔻沙宣多芬还有别的什么牌子的好像也没一瓶就100多啊。曾经用飘柔9块9的跪了,Y,"Rejoice=NEU
 Pantene=NEU
 Head & shoulders=NEU
 L’Oreal=NEU
 Schwarzkopf=NEU",
